year,state_name,required_spending_statewide,actual_spending_statewide,statewide_enrollment
2012,Missouri,10343.34,9074.09,888854.0
2012,Montana,10331.29,10313.59,141438.0
2012,Nebraska,9374.98,10833.6,296639.0
2012,Nevada,12264.91,8223.14,428526.0
2012,New Hampshire,8170.2,13641.22,189374.0
2012,New Jersey,10129.3,16620.8,1300792.0
2012,New Mexico,12595.47,8898.88,328690.0
2012,New York,13692.7,19504.06,2640611.0
2012,North Carolina,12169.73,8200.34,1462172.0
2012,North Dakota,8941.62,11205.89,94308.0
2012,Ohio,11087.13,10247.32,1630865.0
2012,Oklahoma,10401.45,7451.21,664200.0
2012,Oregon,10342.49,8912.57,566398.0
2012,Pennsylvania,10088.81,11902.31,1642377.0
2012,Rhode Island,10651.22,14005.14,137400.0
2012,South Carolina,12891.13,9130.71,698829.0
2012,South Dakota,8862.5,8385.78,125663.0
2012,Tennessee,11645.19,8291.32,998590.0
2012,Texas,13462.53,8179.53,4840758.0
2012,Utah,7818.62,6193.18,519927.0
2012,Vermont,9137.27,14119.56,86110.0
2012,Virginia,10703.54,10654.48,1257332.0
2012,Washington,9577.29,9449.51,1044856.0
2012,West Virginia,8619.6,11294.2,282088.0
2012,Wisconsin,10247.03,11020.81,860664.0
2012,Wyoming,7682.38,15896.98,89994.0
2011,Alabama,13169.41,8799.78,736350.0
2011,Alaska,,,
2011,Arizona,10822.89,7534.0,945000.0
2011,Arkansas,12529.97,9157.55,473217.0
2011,California,13233.09,8617.32,6006171.0
2011,Colorado,9711.0,8644.55,834832.0
2011,Connecticut,9524.76,15473.95,530132.0
2011,Delaware,10913.38,12539.8,112675.0
2011,District of Columbia,21903.33,18475.0,44199.0
2011,Florida,11169.61,8886.52,2636404.0
2011,Georgia,13185.46,9202.49,1666039.0
2011,Hawaii,,,
2011,Idaho,8418.16,6801.74,264395.0
2011,Illinois,11544.32,11397.13,2060795.0
2011,Indiana,10107.93,9223.03,1023052.0
2011,Iowa,8829.25,9209.41,493493.0
2011,Kansas,9252.05,9476.77,477626.0
2011,Kentucky,9602.75,9308.94,672958.0
2011,Louisiana,13311.59,10638.96,651863.0
2011,Maine,8488.68,12620.35,140052.0
2011,Maryland,11554.43,13871.32,851971.0
2011,Massachusetts,9342.48,13758.83,896029.0
2011,Michigan,11833.62,9861.98,1455966.0
2011,Minnesota,9198.69,10120.58,794218.0
2011,Mississippi,16087.04,7924.4,489485.0
2011,Missouri,9936.36,9039.99,892048.0
2011,Montana,9954.09,10491.93,140751.0
2011,Nebraska,9154.25,10359.78,293701.0
2011,Nevada,11561.08,8526.95,429610.0
2011,New Hampshire,7061.4,13276.27,186777.0
2011,New Jersey,9739.52,15078.3,1397400.0
2011,New Mexico,12282.81,9070.15,331373.0
2011,New York,13252.67,19044.64,2677412.0
2011,North Carolina,11778.45,8312.41,1448117.0
2011,North Dakota,8591.84,10929.61,93042.0
2011,Ohio,10836.81,10361.37,1655534.0
2011,Oklahoma,10036.53,7564.42,658163.0
2011,Oregon,10111.41,9060.36,559631.0
2011,Pennsylvania,9858.42,12001.24,1668449.0
2011,Rhode Island,10226.87,13815.43,139157.0
2011,South Carolina,12778.43,8945.53,713511.0
2011,South Dakota,8877.98,8737.83,123557.0
2011,Tennessee,11309.31,8084.49,986380.0
2011,Texas,13269.16,8585.05,4796368.0
2011,Utah,7986.31,6213.11,511681.0
2011,Vermont,8709.96,14010.77,86510.0
2011,Virginia,10405.17,10362.88,1250852.0
2011,Washington,9420.41,9427.33,1042979.0
2011,West Virginia,8528.22,11682.07,282130.0
2011,Wisconsin,9941.75,11751.7,861542.0
2011,Wyoming,7409.55,15859.82,88747.0
2010,Alabama,12847.55,8881.84,747133.0
2010,Alaska,,,
2010,Arizona,9857.81,7741.69,959584.0
2010,Arkansas,12084.34,8942.57,473793.0
2010,California,14686.52,8741.2,5991891.0
2010,Colorado,9339.28,8771.41,825242.0
2010,Connecticut,8791.55,15022.16,534800.0
2010,Delaware,10645.24,12206.98,110533.0
2010,District of Columbia,22336.82,18667.0,43866.0
2010,Florida,10527.41,8741.3,2627390.0
2010,Georgia,12483.73,9342.79,1660643.0
2010,Hawaii,,,
2010,Idaho,8093.4,7086.97,265326.0
2010,Illinois,10955.87,11194.85,2088145.0
2010,Indiana,9789.91,9453.52,1026053.0
2010,Iowa,8380.27,9157.98,491255.0
2010,Kansas,8952.23,9644.99,469525.0
2010,Kentucky,9066.95,8947.96,679901.0
2010,Louisiana,12409.38,10574.44,648135.0
2010,Maine,8163.59,12395.22,139999.0
2010,Maryland,11088.76,13738.41,848252.0
2010,Massachusetts,8670.3,13410.05,901927.0
2010,Michigan,11442.51,9818.76,1510716.0
2010,Minnesota,9134.73,10131.0,795073.0
2010,Mississippi,15568.01,8115.33,490618.0
2010,Missouri,9525.87,9268.72,892848.0
2010,Montana,9829.24,10341.86,140931.0
2010,Nebraska,8970.57,10264.82,291011.0
2010,Nevada,10356.3,8483.39,423859.0
2010,New Hampshire,7038.89,12423.81,195725.0
2010,New Jersey,9593.74,16174.87,1346877.0
2010,New Mexico,11566.89,9383.66,331436.0
2010,New York,12267.96,18617.41,2718714.0
2010,North Carolina,11785.75,8408.75,1444409.0
2010,North Dakota,8948.08,10464.04,92010.0
2010,Ohio,10480.16,10211.66,1669748.0
2010,Oklahoma,9944.12,7659.21,653555.0
2010,Oregon,9688.92,8987.79,560237.0
2010,Pennsylvania,9623.75,11661.82,1680554.0
2010,Rhode Island,9656.96,13698.61,141023.0
2010,South Carolina,12214.29,9101.93,715590.0
2010,South Dakota,8873.58,8844.05,121518.0
2010,Tennessee,10898.42,8061.51,971524.0
2010,Texas,12766.69,8658.51,4725179.0
2010,Utah,7904.08,6187.77,514719.0
2010,Vermont,8533.35,13828.63,87743.0
2010,Virginia,10042.19,10595.39,1244673.0
2010,Washington,8721.68,9315.36,1034615.0
2010,West Virginia,8176.46,11527.23,281828.0
2010,Wisconsin,9987.44,11345.1,863192.0
2010,Wyoming,7024.92,15267.2,87913.0
2009,Alabama,11407.46,8871.31,744133.0
2009,Alaska,,,
2009,Arizona,9673.37,7723.25,980107.0
2009,Arkansas,11495.46,8522.99,473039.0
2009,California,12055.08,9028.37,6053161.0
2009,Colorado,8804.57,8634.85,812068.0
2009,Connecticut,8273.06,14633.88,538737.0
2009,Delaware,9957.03,12085.01,110010.0
2009,District of Columbia,21706.77,16408.0,44331.0
2009,Florida,9753.6,8760.42,2623067.0
2009,Georgia,11599.01,9592.74,1649598.0
2009,Hawaii,,,
2009,Idaho,7754.15,7074.41,266636.0
2009,Illinois,10699.94,10445.26,2107098.0
2009,Indiana,8838.44,9230.52,1028259.0
2009,Iowa,7854.63,9111.92,487502.0
2009,Kansas,8296.09,9931.24,468695.0
2009,Kentucky,8676.3,8755.69,669858.0
2009,Louisiana,11463.39,10438.5,646462.0
2009,Maine,7979.44,12079.7,149153.0
2009,Maryland,10814.37,13449.16,843781.0
2009,Massachusetts,8140.65,13933.44,905278.0
2009,Michigan,10578.65,9728.55,1537512.0
2009,Minnesota,8692.16,10492.96,796255.0
2009,Mississippi,14577.35,8070.97,490162.0
2009,Missouri,9129.28,9181.76,893749.0
2009,Montana,9147.87,9900.94,140955.0
2009,Nebraska,8241.92,9566.5,288158.0
2009,Nevada,9561.84,8422.35,430985.0
2009,New Hampshire,6923.34,11979.55,196631.0
2009,New Jersey,8709.46,15701.78,1330331.0
2009,New Mexico,10564.92,9439.2,328737.0
2009,New York,11221.04,18118.22,2696688.0
2009,North Carolina,11101.47,8587.09,1452064.0
2009,North Dakota,7917.62,9699.62,91605.0
2009,Ohio,9741.91,9751.91,1729072.0
2009,Oklahoma,9358.74,7648.56,644436.0
2009,Oregon,8937.47,9136.09,560726.0
2009,Pennsylvania,8828.48,11212.13,1684732.0
2009,Rhode Island,9780.78,13707.21,141521.0
2009,South Carolina,11409.63,9235.87,714290.0
2009,South Dakota,8403.84,8320.11,124336.0
2009,Tennessee,9971.52,7889.49,970907.0
2009,Texas,11759.12,8457.75,4643880.0
2009,Utah,7085.57,6356.33,532433.0
2009,Vermont,8033.31,13690.08,86292.0
2009,Virginia,9724.44,10928.52,1235064.0
2009,Washington,8418.27,9417.54,1035907.0
2009,West Virginia,7834.97,10366.92,281908.0
2009,Wisconsin,9180.38,11057.53,865061.0
2009,Wyoming,6645.15,14572.76,86971.0
2008,Alabama,,,
2008,Alaska,,,
2008,Arizona,,,
2008,Arkansas,,,
2008,California,,,
2008,Colorado,,,
2008,Connecticut,,,
2008,Delaware,,,
2008,District of Columbia,,,
2008,Florida,,,
2008,Georgia,,,
2008,Hawaii,,,
2008,Idaho,,,
2008,Illinois,,,
2008,Indiana,,,
2008,Iowa,,,
2008,Kansas,,,
2008,Kentucky,,,
2008,Louisiana,,,
2008,Maine,,,
2008,Maryland,,,
2008,Massachusetts,,,
2008,Michigan,,,
2008,Minnesota,,,
2008,Mississippi,,,
2008,Missouri,,,
2008,Montana,,,
2008,Nebraska,,,
2008,Nevada,,,
2008,New Hampshire,,,
2008,New Jersey,,,
2008,New Mexico,,,
2008,New York,,,
2008,North Carolina,,,
2008,North Dakota,,,
2008,Ohio,,,
2008,Oklahoma,,,
2008,Oregon,,,
2008,Pennsylvania,,,
2008,Rhode Island,,,
2008,South Carolina,,,
2008,South Dakota,,,
2008,Tennessee,,,
2008,Texas,,,
2008,Utah,,,
2008,Vermont,,,
2008,Virginia,,,
2008,Washington,,,
2008,West Virginia,,,
2008,Wisconsin,,,
2008,Wyoming,,,
2007,Alabama,,,
2007,Alaska,,,
2007,Arizona,,,
2007,Arkansas,,,
2007,California,,,
2007,Colorado,,,
2007,Connecticut,,,
2007,Delaware,,,
2007,District of Columbia,,,
2007,Florida,,,
2007,Georgia,,,
2007,Hawaii,,,
2007,Idaho,,,
2007,Illinois,,,
2007,Indiana,,,
2007,Iowa,,,
2007,Kansas,,,
2007,Kentucky,,,
2007,Louisiana,,,
2007,Maine,,,
2007,Maryland,,,
2007,Massachusetts,,,
2007,Michigan,,,
2007,Minnesota,,,
2007,Mississippi,,,
2007,Missouri,,,
2007,Montana,,,
2007,Nebraska,,,
2007,Nevada,,,
2007,New Hampshire,,,
2007,New Jersey,,,
2007,New Mexico,,,
2007,New York,,,
2007,North Carolina,,,
2007,North Dakota,,,
2007,Ohio,,,
2007,Oklahoma,,,
2007,Oregon,,,
2007,Pennsylvania,,,
2007,Rhode Island,,,
2007,South Carolina,,,
2007,South Dakota,,,
2007,Tennessee,,,
2007,Texas,,,
2007,Utah,,,
2007,Vermont,,,
2007,Virginia,,,
2007,Washington,,,
2007,West Virginia,,,
2007,Wisconsin,,,
2007,Wyoming,,,
2006,Alabama,,,
2006,Alaska,,,
2006,Arizona,,,
2006,Arkansas,,,
2006,California,,,
2006,Colorado,,,
2006,Connecticut,,,
2006,Delaware,,,
2006,District of Columbia,,,
2006,Florida,,,
2006,Georgia,,,
2006,Hawaii,,,
2006,Idaho,,,
2006,Illinois,,,
2006,Indiana,,,
2006,Iowa,,,
2006,Kansas,,,
2006,Kentucky,,,
2006,Louisiana,,,
2006,Maine,,,
2006,Maryland,,,
2006,Massachusetts,,,
2006,Michigan,,,
2006,Minnesota,,,
2006,Mississippi,,,
2006,Missouri,,,
2006,Montana,,,
2006,Nebraska,,,
2006,Nevada,,,
2006,New Hampshire,,,
2006,New Jersey,,,
2006,New Mexico,,,
2006,New York,,,
2006,North Carolina,,,
2006,North Dakota,,,
2006,Ohio,,,
2006,Oklahoma,,,
2006,Oregon,,,
2006,Pennsylvania,,,
2006,Rhode Island,,,
2006,South Carolina,,,
2006,South Dakota,,,
2006,Tennessee,,,
2006,Texas,,,
2006,Utah,,,
2006,Vermont,,,
2006,Virginia,,,
2006,Washington,,,
2006,West Virginia,,,
2006,Wisconsin,,,
2006,Wyoming,,,
2005,Alabama,,,
2005,Alaska,,,
2005,Arizona,,,
2005,Arkansas,,,
2005,California,,,
2005,Colorado,,,
2005,Connecticut,,,
2005,Delaware,,,
2005,District of Columbia,,,
2005,Florida,,,
2005,Georgia,,,
2005,Hawaii,,,
2005,Idaho,,,
2005,Illinois,,,
2005,Indiana,,,
2005,Iowa,,,
2005,Kansas,,,
2005,Kentucky,,,
2005,Louisiana,,,
2005,Maine,,,
2005,Maryland,,,
2005,Massachusetts,,,
2005,Michigan,,,
2005,Minnesota,,,
2005,Mississippi,,,
2005,Missouri,,,
2005,Montana,,,
2005,Nebraska,,,
2005,Nevada,,,
2005,New Hampshire,,,
2005,New Jersey,,,
2005,New Mexico,,,
2005,New York,,,
2005,North Carolina,,,
2005,North Dakota,,,
2005,Ohio,,,
2005,Oklahoma,,,
2005,Oregon,,,
2005,Pennsylvania,,,
2005,Rhode Island,,,
2005,South Carolina,,,
2005,South Dakota,,,
2005,Tennessee,,,
2005,Texas,,,
2005,Utah,,,
2005,Vermont,,,
2005,Virginia,,,
2005,Washington,,,
2005,West Virginia,,,
2005,Wisconsin,,,
2005,Wyoming,,,
2004,Alabama,,,
2004,Alaska,,,
2004,Arizona,,,
2004,Arkansas,,,
2004,California,,,
2004,Colorado,,,
2004,Connecticut,,,
2004,Delaware,,,
2004,District of Columbia,,,
2004,Florida,,,
2004,Georgia,,,
2004,Hawaii,,,
2004,Idaho,,,
2004,Illinois,,,
2004,Indiana,,,
2004,Iowa,,,
2004,Kansas,,,
2004,Kentucky,,,
2004,Louisiana,,,
2004,Maine,,,
2004,Maryland,,,
2004,Massachusetts,,,
2004,Michigan,,,
2004,Minnesota,,,
2004,Mississippi,,,
2004,Missouri,,,
2004,Montana,,,
2004,Nebraska,,,
2004,Nevada,,,
2004,New Hampshire,,,
2004,New Jersey,,,
2004,New Mexico,,,
2004,New York,,,
2004,North Carolina,,,
2004,North Dakota,,,
2004,Ohio,,,
2004,Oklahoma,,,
2004,Oregon,,,
2004,Pennsylvania,,,
2004,Rhode Island,,,
2004,South Carolina,,,
2004,South Dakota,,,
2004,Tennessee,,,
2004,Texas,,,
2004,Utah,,,
2004,Vermont,,,
2004,Virginia,,,
2004,Washington,,,
2004,West Virginia,,,
2004,Wisconsin,,,
2004,Wyoming,,,
2003,Alabama,,,
2003,Alaska,,,
2003,Arizona,,,
2003,Arkansas,,,
2003,California,,,
2003,Colorado,,,
2003,Connecticut,,,
2003,Delaware,,,
2003,District of Columbia,,,
2003,Florida,,,
2003,Georgia,,,
2003,Hawaii,,,
2003,Idaho,,,
2003,Illinois,,,
2003,Indiana,,,
2003,Iowa,,,
2003,Kansas,,,
2003,Kentucky,,,
2003,Louisiana,,,
2003,Maine,,,
2003,Maryland,,,
2003,Massachusetts,,,
2003,Michigan,,,
2003,Minnesota,,,
2003,Mississippi,,,
2003,Missouri,,,
2003,Montana,,,
2003,Nebraska,,,
2003,Nevada,,,
2003,New Hampshire,,,
2003,New Jersey,,,
2003,New Mexico,,,
2003,New York,,,
2003,North Carolina,,,
2003,North Dakota,,,
2003,Ohio,,,
2003,Oklahoma,,,
2003,Oregon,,,
2003,Pennsylvania,,,
2003,Rhode Island,,,
2003,South Carolina,,,
2003,South Dakota,,,
2003,Tennessee,,,
2003,Texas,,,
2003,Utah,,,
2003,Vermont,,,
2003,Virginia,,,
2003,Washington,,,
2003,West Virginia,,,
2003,Wisconsin,,,
2003,Wyoming,,,
2002,Alabama,,,
2002,Alaska,,,
2002,Arizona,,,
2002,Arkansas,,,
2002,California,,,
2002,Colorado,,,
2002,Connecticut,,,
2002,Delaware,,,
2002,District of Columbia,,,
2002,Florida,,,
2002,Georgia,,,
2002,Hawaii,,,
2002,Idaho,,,
2002,Illinois,,,
2002,Indiana,,,
2002,Iowa,,,
2002,Kansas,,,
2002,Kentucky,,,
2002,Louisiana,,,
2002,Maine,,,
2002,Maryland,,,
2002,Massachusetts,,,
2002,Michigan,,,
2002,Minnesota,,,
2002,Mississippi,,,
2002,Missouri,,,
2002,Montana,,,
2002,Nebraska,,,
2002,Nevada,,,
2002,New Hampshire,,,
2002,New Jersey,,,
2002,New Mexico,,,
2002,New York,,,
2002,North Carolina,,,
2002,North Dakota,,,
2002,Ohio,,,
2002,Oklahoma,,,
2002,Oregon,,,
2002,Pennsylvania,,,
2002,Rhode Island,,,
2002,South Carolina,,,
2002,South Dakota,,,
2002,Tennessee,,,
2002,Texas,,,
2002,Utah,,,
2002,Vermont,,,
2002,Virginia,,,
2002,Washington,,,
2002,West Virginia,,,
2002,Wisconsin,,,
2002,Wyoming,,,
2001,Alabama,,,
2001,Alaska,,,
2001,Arizona,,,
2001,Arkansas,,,
2001,California,,,
2001,Colorado,,,
2001,Connecticut,,,
2001,Delaware,,,
2001,District of Columbia,,,
2001,Florida,,,
2001,Georgia,,,
2001,Hawaii,,,
2001,Idaho,,,
2001,Illinois,,,
2001,Indiana,,,
2001,Iowa,,,
2001,Kansas,,,
2001,Kentucky,,,
2001,Louisiana,,,
2001,Maine,,,
2001,Maryland,,,
2001,Massachusetts,,,
2001,Michigan,,,
2001,Minnesota,,,
2001,Mississippi,,,
2001,Missouri,,,
2001,Montana,,,
2001,Nebraska,,,
2001,Nevada,,,
2001,New Hampshire,,,
2001,New Jersey,,,
2001,New Mexico,,,
2001,New York,,,
2001,North Carolina,,,
2001,North Dakota,,,
2001,Ohio,,,
2001,Oklahoma,,,
2001,Oregon,,,
2001,Pennsylvania,,,
2001,Rhode Island,,,
2001,South Carolina,,,
2001,South Dakota,,,
2001,Tennessee,,,
2001,Texas,,,
2001,Utah,,,
2001,Vermont,,,
2001,Virginia,,,
2001,Washington,,,
2001,West Virginia,,,
2001,Wisconsin,,,
2001,Wyoming,,,
2000,Alabama,,,
2000,Alaska,,,
2000,Arizona,,,
2000,Arkansas,,,
2000,California,,,
2000,Colorado,,,
2000,Connecticut,,,
2000,Delaware,,,
2000,District of Columbia,,,
2000,Florida,,,
2000,Georgia,,,
2000,Hawaii,,,
2000,Idaho,,,
2000,Illinois,,,
2000,Indiana,,,
2000,Iowa,,,
2000,Kansas,,,
2000,Kentucky,,,
2000,Louisiana,,,
2000,Maine,,,
2000,Maryland,,,
2000,Massachusetts,,,
2000,Michigan,,,
2000,Minnesota,,,
2000,Mississippi,,,
2000,Missouri,,,
2000,Montana,,,
2000,Nebraska,,,
2000,Nevada,,,
2000,New Hampshire,,,
2000,New Jersey,,,
2000,New Mexico,,,
2000,New York,,,
2000,North Carolina,,,
2000,North Dakota,,,
2000,Ohio,,,
2000,Oklahoma,,,
2000,Oregon,,,
2000,Pennsylvania,,,
2000,Rhode Island,,,
2000,South Carolina,,,
2000,South Dakota,,,
2000,Tennessee,,,
2000,Texas,,,
2000,Utah,,,
2000,Vermont,,,
2000,Virginia,,,
2000,Washington,,,
2000,West Virginia,,,
2000,Wisconsin,,,
2000,Wyoming,,,
1999,Alabama,,,
1999,Alaska,,,
1999,Arizona,,,
1999,Arkansas,,,
1999,California,,,
1999,Colorado,,,
1999,Connecticut,,,
1999,Delaware,,,
1999,District of Columbia,,,
1999,Florida,,,
1999,Georgia,,,
1999,Hawaii,,,
1999,Idaho,,,
1999,Illinois,,,
1999,Indiana,,,
1999,Iowa,,,
1999,Kansas,,,
1999,Kentucky,,,
1999,Louisiana,,,
1999,Maine,,,
1999,Maryland,,,
1999,Massachusetts,,,
1999,Michigan,,,
1999,Minnesota,,,
1999,Mississippi,,,
1999,Missouri,,,
1999,Montana,,,
1999,Nebraska,,,
1999,Nevada,,,
1999,New Hampshire,,,
1999,New Jersey,,,
1999,New Mexico,,,
1999,New York,,,
1999,North Carolina,,,
1999,North Dakota,,,
1999,Ohio,,,
1999,Oklahoma,,,
1999,Oregon,,,
1999,Pennsylvania,,,
1999,Rhode Island,,,
1999,South Carolina,,,
1999,South Dakota,,,
1999,Tennessee,,,
1999,Texas,,,
1999,Utah,,,
1999,Vermont,,,
1999,Virginia,,,
1999,Washington,,,
1999,West Virginia,,,
1999,Wisconsin,,,
1999,Wyoming,,,
1998,Alabama,,,
1998,Alaska,,,
1998,Arizona,,,
1998,Arkansas,,,
1998,California,,,
1998,Colorado,,,
1998,Connecticut,,,
1998,Delaware,,,
1998,District of Columbia,,,
1998,Florida,,,
1998,Georgia,,,
1998,Hawaii,,,
1998,Idaho,,,
1998,Illinois,,,
1998,Indiana,,,
1998,Iowa,,,
1998,Kansas,,,
1998,Kentucky,,,
1998,Louisiana,,,
1998,Maine,,,
1998,Maryland,,,
1998,Massachusetts,,,
1998,Michigan,,,
1998,Minnesota,,,
1998,Mississippi,,,
1998,Missouri,,,
1998,Montana,,,
1998,Nebraska,,,
1998,Nevada,,,
1998,New Hampshire,,,
1998,New Jersey,,,
1998,New Mexico,,,
1998,New York,,,
1998,North Carolina,,,
1998,North Dakota,,,
1998,Ohio,,,
1998,Oklahoma,,,
1998,Oregon,,,
1998,Pennsylvania,,,
1998,Rhode Island,,,
1998,South Carolina,,,
1998,South Dakota,,,
1998,Tennessee,,,
1998,Texas,,,
1998,Utah,,,
1998,Vermont,,,
1998,Virginia,,,
1998,Washington,,,
1998,West Virginia,,,
1998,Wisconsin,,,
1998,Wyoming,,,
1997,Alabama,,,
1997,Alaska,,,
1997,Arizona,,,
1997,Arkansas,,,
1997,California,,,
1997,Colorado,,,
1997,Connecticut,,,
1997,Delaware,,,
1997,District of Columbia,,,
1997,Florida,,,
1997,Georgia,,,
1997,Hawaii,,,
1997,Idaho,,,
1997,Illinois,,,
1997,Indiana,,,
1997,Iowa,,,
1997,Kansas,,,
1997,Kentucky,,,
1997,Louisiana,,,
1997,Maine,,,
1997,Maryland,,,
1997,Massachusetts,,,
1997,Michigan,,,
1997,Minnesota,,,
1997,Mississippi,,,
1997,Missouri,,,
1997,Montana,,,
1997,Nebraska,,,
1997,Nevada,,,
1997,New Hampshire,,,
1997,New Jersey,,,
1997,New Mexico,,,
1997,New York,,,
1997,North Carolina,,,
1997,North Dakota,,,
1997,Ohio,,,
1997,Oklahoma,,,
1997,Oregon,,,
1997,Pennsylvania,,,
1997,Rhode Island,,,
1997,South Carolina,,,
1997,South Dakota,,,
1997,Tennessee,,,
1997,Texas,,,
1997,Utah,,,
1997,Vermont,,,
1997,Virginia,,,
1997,Washington,,,
1997,West Virginia,,,
1997,Wisconsin,,,
1997,Wyoming,,,
1996,Alabama,,,
1996,Alaska,,,
1996,Arizona,,,
1996,Arkansas,,,
1996,California,,,
1996,Colorado,,,
1996,Connecticut,,,
1996,Delaware,,,
1996,District of Columbia,,,
1996,Florida,,,
1996,Georgia,,,
1996,Hawaii,,,
1996,Idaho,,,
1996,Illinois,,,
1996,Indiana,,,
1996,Iowa,,,
1996,Kansas,,,
1996,Kentucky,,,
1996,Louisiana,,,
1996,Maine,,,
1996,Maryland,,,
1996,Massachusetts,,,
1996,Michigan,,,
1996,Minnesota,,,
1996,Mississippi,,,
1996,Missouri,,,
1996,Montana,,,
1996,Nebraska,,,
1996,Nevada,,,
1996,New Hampshire,,,
1996,New Jersey,,,
1996,New Mexico,,,
1996,New York,,,
1996,North Carolina,,,
1996,North Dakota,,,
1996,Ohio,,,
1996,Oklahoma,,,
1996,Oregon,,,
1996,Pennsylvania,,,
1996,Rhode Island,,,
1996,South Carolina,,,
1996,South Dakota,,,
1996,Tennessee,,,
1996,Texas,,,
1996,Utah,,,
1996,Vermont,,,
1996,Virginia,,,
1996,Washington,,,
1996,West Virginia,,,
1996,Wisconsin,,,
1996,Wyoming,,,
1995,Alabama,,,
1995,Alaska,,,
1995,Arizona,,,
1995,Arkansas,,,
1995,California,,,
1995,Colorado,,,
1995,Connecticut,,,
1995,Delaware,,,
1995,District of Columbia,,,
1995,Florida,,,
1995,Georgia,,,
1995,Hawaii,,,
1995,Idaho,,,
1995,Illinois,,,
1995,Indiana,,,
1995,Iowa,,,
1995,Kansas,,,
1995,Kentucky,,,
1995,Louisiana,,,
1995,Maine,,,
1995,Maryland,,,
1995,Massachusetts,,,
1995,Michigan,,,
1995,Minnesota,,,
1995,Mississippi,,,
1995,Missouri,,,
1995,Montana,,,
1995,Nebraska,,,
1995,Nevada,,,
1995,New Hampshire,,,
1995,New Jersey,,,
1995,New Mexico,,,
1995,New York,,,
1995,North Carolina,,,
1995,North Dakota,,,
1995,Ohio,,,
1995,Oklahoma,,,
1995,Oregon,,,
1995,Pennsylvania,,,
1995,Rhode Island,,,
1995,South Carolina,,,
1995,South Dakota,,,
1995,Tennessee,,,
1995,Texas,,,
1995,Utah,,,
1995,Vermont,,,
1995,Virginia,,,
1995,Washington,,,
1995,West Virginia,,,
1995,Wisconsin,,,
1995,Wyoming,,,
1994,Alabama,,,
1994,Alaska,,,
1994,Arizona,,,
1994,Arkansas,,,
1994,California,,,
1994,Colorado,,,
1994,Connecticut,,,
1994,Delaware,,,
1994,District of Columbia,,,
1994,Florida,,,
1994,Georgia,,,
1994,Hawaii,,,
1994,Idaho,,,
1994,Illinois,,,
1994,Indiana,,,
1994,Iowa,,,
1994,Kansas,,,
1994,Kentucky,,,
1994,Louisiana,,,
1994,Maine,,,
1994,Maryland,,,
1994,Massachusetts,,,
1994,Michigan,,,
1994,Minnesota,,,
1994,Mississippi,,,
1994,Missouri,,,
1994,Montana,,,
1994,Nebraska,,,
1994,Nevada,,,
1994,New Hampshire,,,
1994,New Jersey,,,
1994,New Mexico,,,
1994,New York,,,
1994,North Carolina,,,
1994,North Dakota,,,
1994,Ohio,,,
1994,Oklahoma,,,
1994,Oregon,,,
1994,Pennsylvania,,,
1994,Rhode Island,,,
1994,South Carolina,,,
1994,South Dakota,,,
1994,Tennessee,,,
1994,Texas,,,
1994,Utah,,,
1994,Vermont,,,
1994,Virginia,,,
1994,Washington,,,
1994,West Virginia,,,
1994,Wisconsin,,,
1994,Wyoming,,,
1993,Alabama,,,
1993,Alaska,,,
1993,Arizona,,,
1993,Arkansas,,,
1993,California,,,
1993,Colorado,,,
1993,Connecticut,,,
1993,Delaware,,,
1993,District of Columbia,,,
1993,Florida,,,
1993,Georgia,,,
1993,Hawaii,,,
1993,Idaho,,,
1993,Illinois,,,
1993,Indiana,,,
1993,Iowa,,,
1993,Kansas,,,
1993,Kentucky,,,
1993,Louisiana,,,
1993,Maine,,,
1993,Maryland,,,
1993,Massachusetts,,,
1993,Michigan,,,
1993,Minnesota,,,
1993,Mississippi,,,
1993,Missouri,,,
1993,Montana,,,
1993,Nebraska,,,
1993,Nevada,,,
1993,New Hampshire,,,
1993,New Jersey,,,
1993,New Mexico,,,
1993,New York,,,
1993,North Carolina,,,
1993,North Dakota,,,
1993,Ohio,,,
1993,Oklahoma,,,
1993,Oregon,,,
1993,Pennsylvania,,,
1993,Rhode Island,,,
1993,South Carolina,,,
1993,South Dakota,,,
1993,Tennessee,,,
1993,Texas,,,
1993,Utah,,,
1993,Vermont,,,
1993,Virginia,,,
1993,Washington,,,
1993,West Virginia,,,
1993,Wisconsin,,,
1993,Wyoming,,,